timestamp,close,timestamp_column,rounded_timestamp
1707815700000,21664.3,2024-02-13 09:15:00,2024-02-13 09:15:00
1707816600000,21576.45,2024-02-13 09:30:00,2024-02-13 09:30:00
1707817500000,21628.45,2024-02-13 09:45:00,2024-02-13 09:45:00
1707818400000,21676.75,2024-02-13 10:00:00,2024-02-13 10:00:00
1707819300000,21719.5,2024-02-13 10:15:00,2024-02-13 10:15:00
1707820200000,21711.8,2024-02-13 10:30:00,2024-02-13 10:30:00
1707821100000,21715.0,2024-02-13 10:45:00,2024-02-13 10:45:00
1707822000000,21728.65,2024-02-13 11:00:00,2024-02-13 11:00:00
1707822900000,21763.1,2024-02-13 11:15:00,2024-02-13 11:15:00
1707823800000,21727.85,2024-02-13 11:30:00,2024-02-13 11:30:00
1707824700000,21705.25,2024-02-13 11:45:00,2024-02-13 11:45:00
1707825600000,21723.55,2024-02-13 12:00:00,2024-02-13 12:00:00
1707826500000,21648.3,2024-02-13 12:15:00,2024-02-13 12:15:00
1707827400000,21638.4,2024-02-13 12:30:00,2024-02-13 12:30:00
1707828300000,21641.3,2024-02-13 12:45:00,2024-02-13 12:45:00
1707829200000,21689.15,2024-02-13 13:00:00,2024-02-13 13:00:00
1707830100000,21685.15,2024-02-13 13:15:00,2024-02-13 13:15:00
1707831000000,21711.9,2024-02-13 13:30:00,2024-02-13 13:30:00
1707831900000,21733.9,2024-02-13 13:45:00,2024-02-13 13:45:00
1707832800000,21735.75,2024-02-13 14:00:00,2024-02-13 14:00:00
1707833700000,21728.45,2024-02-13 14:15:00,2024-02-13 14:15:00
1707834600000,21742.4,2024-02-13 14:30:00,2024-02-13 14:30:00
1707835500000,21714.75,2024-02-13 14:45:00,2024-02-13 14:45:00
1707836400000,21733.85,2024-02-13 15:00:00,2024-02-13 15:00:00
1707837300000,21754.15,2024-02-13 15:15:00,2024-02-13 15:15:00
1707838200000,21729.2,2024-02-13 15:30:00,2024-02-13 15:30:00
