Token,TradingSymbol,Symbol,Expiry,OptionType,StrikePrice
72963,NIFTY29FEB24P23150,NIFTY,29FEB24,P,23150
72962,NIFTY29FEB24C23150,NIFTY,29FEB24,C,23150
72961,NIFTY29FEB24P23100,NIFTY,29FEB24,P,23100
72960,NIFTY29FEB24C23100,NIFTY,29FEB24,C,23100
72959,NIFTY29FEB24P23050,NIFTY,29FEB24,P,23050
72958,NIFTY29FEB24C23050,NIFTY,29FEB24,C,23050
72957,NIFTY29FEB24P23000,NIFTY,29FEB24,P,23000
72956,NIFTY29FEB24C23000,NIFTY,29FEB24,C,23000
72955,NIFTY29FEB24P22950,NIFTY,29FEB24,P,22950
72954,NIFTY29FEB24C22950,NIFTY,29FEB24,C,22950
72953,NIFTY29FEB24P22900,NIFTY,29FEB24,P,22900
72952,NIFTY29FEB24C22900,NIFTY,29FEB24,C,22900
72951,NIFTY29FEB24P22850,NIFTY,29FEB24,P,22850
72950,NIFTY29FEB24C22850,NIFTY,29FEB24,C,22850
72949,NIFTY29FEB24P22800,NIFTY,29FEB24,P,22800
72946,NIFTY29FEB24C22800,NIFTY,29FEB24,C,22800
72945,NIFTY29FEB24P22750,NIFTY,29FEB24,P,22750
72944,NIFTY29FEB24C22750,NIFTY,29FEB24,C,22750
72943,NIFTY29FEB24P22700,NIFTY,29FEB24,P,22700
72942,NIFTY29FEB24C22700,NIFTY,29FEB24,C,22700
72941,NIFTY29FEB24P22650,NIFTY,29FEB24,P,22650
72940,NIFTY29FEB24C22650,NIFTY,29FEB24,C,22650
72939,NIFTY29FEB24P22600,NIFTY,29FEB24,P,22600
72936,NIFTY29FEB24C22600,NIFTY,29FEB24,C,22600
72935,NIFTY29FEB24P22550,NIFTY,29FEB24,P,22550
72934,NIFTY29FEB24C22550,NIFTY,29FEB24,C,22550
72933,NIFTY29FEB24P22500,NIFTY,29FEB24,P,22500
72932,NIFTY29FEB24C22500,NIFTY,29FEB24,C,22500
72931,NIFTY29FEB24P22450,NIFTY,29FEB24,P,22450
72930,NIFTY29FEB24C22450,NIFTY,29FEB24,C,22450
72929,NIFTY29FEB24P22400,NIFTY,29FEB24,P,22400
72928,NIFTY29FEB24C22400,NIFTY,29FEB24,C,22400
72927,NIFTY29FEB24P22350,NIFTY,29FEB24,P,22350
72926,NIFTY29FEB24C22350,NIFTY,29FEB24,C,22350
72925,NIFTY29FEB24P22300,NIFTY,29FEB24,P,22300
72924,NIFTY29FEB24C22300,NIFTY,29FEB24,C,22300
72923,NIFTY29FEB24P22250,NIFTY,29FEB24,P,22250
72922,NIFTY29FEB24C22250,NIFTY,29FEB24,C,22250
72921,NIFTY29FEB24P22200,NIFTY,29FEB24,P,22200
72920,NIFTY29FEB24C22200,NIFTY,29FEB24,C,22200
72919,NIFTY29FEB24P22150,NIFTY,29FEB24,P,22150
72918,NIFTY29FEB24C22150,NIFTY,29FEB24,C,22150
72917,NIFTY29FEB24P22100,NIFTY,29FEB24,P,22100
72916,NIFTY29FEB24C22100,NIFTY,29FEB24,C,22100
72915,NIFTY29FEB24P22050,NIFTY,29FEB24,P,22050
72914,NIFTY29FEB24C22050,NIFTY,29FEB24,C,22050
72913,NIFTY29FEB24P22000,NIFTY,29FEB24,P,22000
72912,NIFTY29FEB24C22000,NIFTY,29FEB24,C,22000
72911,NIFTY29FEB24P21950,NIFTY,29FEB24,P,21950
72910,NIFTY29FEB24C21950,NIFTY,29FEB24,C,21950
72909,NIFTY29FEB24P21900,NIFTY,29FEB24,P,21900
72908,NIFTY29FEB24C21900,NIFTY,29FEB24,C,21900
72907,NIFTY29FEB24P21850,NIFTY,29FEB24,P,21850
72906,NIFTY29FEB24C21850,NIFTY,29FEB24,C,21850
72905,NIFTY29FEB24P21800,NIFTY,29FEB24,P,21800
72904,NIFTY29FEB24C21800,NIFTY,29FEB24,C,21800
72903,NIFTY29FEB24P21750,NIFTY,29FEB24,P,21750
72902,NIFTY29FEB24C21750,NIFTY,29FEB24,C,21750
72901,NIFTY29FEB24P21700,NIFTY,29FEB24,P,21700
72900,NIFTY29FEB24C21700,NIFTY,29FEB24,C,21700
72899,NIFTY29FEB24P21650,NIFTY,29FEB24,P,21650
72898,NIFTY29FEB24C21650,NIFTY,29FEB24,C,21650
72897,NIFTY29FEB24P21600,NIFTY,29FEB24,P,21600
72896,NIFTY29FEB24C21600,NIFTY,29FEB24,C,21600
72895,NIFTY29FEB24P21550,NIFTY,29FEB24,P,21550
72894,NIFTY29FEB24C21550,NIFTY,29FEB24,C,21550
72893,NIFTY29FEB24P21500,NIFTY,29FEB24,P,21500
72890,NIFTY29FEB24C21500,NIFTY,29FEB24,C,21500
72889,NIFTY29FEB24P21450,NIFTY,29FEB24,P,21450
72888,NIFTY29FEB24C21450,NIFTY,29FEB24,C,21450
72887,NIFTY29FEB24P21400,NIFTY,29FEB24,P,21400
72884,NIFTY29FEB24C21400,NIFTY,29FEB24,C,21400
72883,NIFTY29FEB24P21350,NIFTY,29FEB24,P,21350
72882,NIFTY29FEB24C21350,NIFTY,29FEB24,C,21350
72881,NIFTY29FEB24P21300,NIFTY,29FEB24,P,21300
72880,NIFTY29FEB24C21300,NIFTY,29FEB24,C,21300
72879,NIFTY29FEB24P21250,NIFTY,29FEB24,P,21250
72878,NIFTY29FEB24C21250,NIFTY,29FEB24,C,21250
72877,NIFTY29FEB24P21200,NIFTY,29FEB24,P,21200
72876,NIFTY29FEB24C21200,NIFTY,29FEB24,C,21200
72875,NIFTY29FEB24P21150,NIFTY,29FEB24,P,21150
72874,NIFTY29FEB24C21150,NIFTY,29FEB24,C,21150
72873,NIFTY29FEB24P21100,NIFTY,29FEB24,P,21100
72872,NIFTY29FEB24C21100,NIFTY,29FEB24,C,21100
72871,NIFTY29FEB24P21050,NIFTY,29FEB24,P,21050
72858,NIFTY29FEB24C21050,NIFTY,29FEB24,C,21050
72857,NIFTY29FEB24P21000,NIFTY,29FEB24,P,21000
72856,NIFTY29FEB24C21000,NIFTY,29FEB24,C,21000
72855,NIFTY29FEB24P20950,NIFTY,29FEB24,P,20950
72854,NIFTY29FEB24C20950,NIFTY,29FEB24,C,20950
72853,NIFTY29FEB24P20900,NIFTY,29FEB24,P,20900
72852,NIFTY29FEB24C20900,NIFTY,29FEB24,C,20900
72850,NIFTY29FEB24P20850,NIFTY,29FEB24,P,20850
72849,NIFTY29FEB24C20850,NIFTY,29FEB24,C,20850
72848,NIFTY29FEB24P20800,NIFTY,29FEB24,P,20800
72847,NIFTY29FEB24C20800,NIFTY,29FEB24,C,20800
72846,NIFTY29FEB24P20750,NIFTY,29FEB24,P,20750
72845,NIFTY29FEB24C20750,NIFTY,29FEB24,C,20750
72844,NIFTY29FEB24P20700,NIFTY,29FEB24,P,20700
72836,NIFTY29FEB24C20700,NIFTY,29FEB24,C,20700
72835,NIFTY29FEB24P20650,NIFTY,29FEB24,P,20650
72834,NIFTY29FEB24C20650,NIFTY,29FEB24,C,20650
72833,NIFTY29FEB24P20600,NIFTY,29FEB24,P,20600
72828,NIFTY29FEB24C20600,NIFTY,29FEB24,C,20600
72827,NIFTY29FEB24P20550,NIFTY,29FEB24,P,20550
72826,NIFTY29FEB24C20550,NIFTY,29FEB24,C,20550
72825,NIFTY29FEB24P20500,NIFTY,29FEB24,P,20500
72824,NIFTY29FEB24C20500,NIFTY,29FEB24,C,20500
72823,NIFTY29FEB24P20450,NIFTY,29FEB24,P,20450
72820,NIFTY29FEB24C20450,NIFTY,29FEB24,C,20450
72817,NIFTY29FEB24P20400,NIFTY,29FEB24,P,20400
72816,NIFTY29FEB24C20400,NIFTY,29FEB24,C,20400
72814,NIFTY29FEB24P20350,NIFTY,29FEB24,P,20350
72813,NIFTY29FEB24C20350,NIFTY,29FEB24,C,20350
72810,NIFTY29FEB24P20300,NIFTY,29FEB24,P,20300
72809,NIFTY29FEB24C20300,NIFTY,29FEB24,C,20300
72808,NIFTY29FEB24P20250,NIFTY,29FEB24,P,20250
72803,NIFTY29FEB24C20250,NIFTY,29FEB24,C,20250
72802,NIFTY29FEB24P20200,NIFTY,29FEB24,P,20200
72801,NIFTY29FEB24C20200,NIFTY,29FEB24,C,20200
72800,NIFTY29FEB24P20150,NIFTY,29FEB24,P,20150
72799,NIFTY29FEB24C20150,NIFTY,29FEB24,C,20150
72798,NIFTY29FEB24P20100,NIFTY,29FEB24,P,20100
72797,NIFTY29FEB24C20100,NIFTY,29FEB24,C,20100
72796,NIFTY29FEB24P20050,NIFTY,29FEB24,P,20050
72791,NIFTY29FEB24C20050,NIFTY,29FEB24,C,20050
72790,NIFTY29FEB24P20000,NIFTY,29FEB24,P,20000
72789,NIFTY29FEB24C20000,NIFTY,29FEB24,C,20000
72788,NIFTY29FEB24P19950,NIFTY,29FEB24,P,19950
72787,NIFTY29FEB24C19950,NIFTY,29FEB24,C,19950
72786,NIFTY29FEB24P19900,NIFTY,29FEB24,P,19900
72785,NIFTY29FEB24C19900,NIFTY,29FEB24,C,19900
72784,NIFTY29FEB24P19850,NIFTY,29FEB24,P,19850
72783,NIFTY29FEB24C19850,NIFTY,29FEB24,C,19850
72782,NIFTY29FEB24P19800,NIFTY,29FEB24,P,19800
72781,NIFTY29FEB24C19800,NIFTY,29FEB24,C,19800
72780,NIFTY29FEB24P19750,NIFTY,29FEB24,P,19750
72777,NIFTY29FEB24C19750,NIFTY,29FEB24,C,19750
72776,NIFTY29FEB24P19700,NIFTY,29FEB24,P,19700
72775,NIFTY29FEB24C19700,NIFTY,29FEB24,C,19700
72774,NIFTY29FEB24P19650,NIFTY,29FEB24,P,19650
72773,NIFTY29FEB24C19650,NIFTY,29FEB24,C,19650
72772,NIFTY29FEB24P19600,NIFTY,29FEB24,P,19600
72771,NIFTY29FEB24C19600,NIFTY,29FEB24,C,19600
72770,NIFTY29FEB24P19550,NIFTY,29FEB24,P,19550
72763,NIFTY29FEB24C19550,NIFTY,29FEB24,C,19550
72762,NIFTY29FEB24P19500,NIFTY,29FEB24,P,19500
72761,NIFTY29FEB24C19500,NIFTY,29FEB24,C,19500
72760,NIFTY29FEB24P19450,NIFTY,29FEB24,P,19450
72759,NIFTY29FEB24C19450,NIFTY,29FEB24,C,19450
72758,NIFTY29FEB24P19400,NIFTY,29FEB24,P,19400
72757,NIFTY29FEB24C19400,NIFTY,29FEB24,C,19400
72753,NIFTY29FEB24P19350,NIFTY,29FEB24,P,19350
72752,NIFTY29FEB24C19350,NIFTY,29FEB24,C,19350
72747,NIFTY29FEB24P19300,NIFTY,29FEB24,P,19300
72746,NIFTY29FEB24C19300,NIFTY,29FEB24,C,19300
72721,NIFTY29FEB24P19250,NIFTY,29FEB24,P,19250
72720,NIFTY29FEB24C19250,NIFTY,29FEB24,C,19250
72719,NIFTY29FEB24P19200,NIFTY,29FEB24,P,19200
72718,NIFTY29FEB24C19200,NIFTY,29FEB24,C,19200
72717,NIFTY29FEB24P19150,NIFTY,29FEB24,P,19150
72716,NIFTY29FEB24C19150,NIFTY,29FEB24,C,19150
72700,NIFTY29FEB24P19100,NIFTY,29FEB24,P,19100
72699,NIFTY29FEB24C19100,NIFTY,29FEB24,C,19100
72673,NIFTY29FEB24P19050,NIFTY,29FEB24,P,19050
72672,NIFTY29FEB24C19050,NIFTY,29FEB24,C,19050
72669,NIFTY29FEB24P19000,NIFTY,29FEB24,P,19000
72668,NIFTY29FEB24C19000,NIFTY,29FEB24,C,19000
72665,NIFTY29FEB24P18950,NIFTY,29FEB24,P,18950
72664,NIFTY29FEB24C18950,NIFTY,29FEB24,C,18950
72663,NIFTY29FEB24P18900,NIFTY,29FEB24,P,18900
72662,NIFTY29FEB24C18900,NIFTY,29FEB24,C,18900
72661,NIFTY29FEB24P18850,NIFTY,29FEB24,P,18850
72660,NIFTY29FEB24C18850,NIFTY,29FEB24,C,18850
72635,NIFTY29FEB24P18800,NIFTY,29FEB24,P,18800
72620,NIFTY29FEB24C18800,NIFTY,29FEB24,C,18800
72619,NIFTY29FEB24P18750,NIFTY,29FEB24,P,18750
72618,NIFTY29FEB24C18750,NIFTY,29FEB24,C,18750
72617,NIFTY29FEB24P18700,NIFTY,29FEB24,P,18700
72616,NIFTY29FEB24C18700,NIFTY,29FEB24,C,18700
72607,NIFTY29FEB24P18650,NIFTY,29FEB24,P,18650
72606,NIFTY29FEB24C18650,NIFTY,29FEB24,C,18650
72605,NIFTY29FEB24P18600,NIFTY,29FEB24,P,18600
72604,NIFTY29FEB24C18600,NIFTY,29FEB24,C,18600
72585,NIFTY29FEB24P18550,NIFTY,29FEB24,P,18550
72584,NIFTY29FEB24C18550,NIFTY,29FEB24,C,18550
72583,NIFTY29FEB24P18500,NIFTY,29FEB24,P,18500
72582,NIFTY29FEB24C18500,NIFTY,29FEB24,C,18500
72549,NIFTY29FEB24P18450,NIFTY,29FEB24,P,18450
72548,NIFTY29FEB24C18450,NIFTY,29FEB24,C,18450
72512,NIFTY29FEB24P18400,NIFTY,29FEB24,P,18400
72511,NIFTY29FEB24C18400,NIFTY,29FEB24,C,18400
72510,NIFTY29FEB24P18350,NIFTY,29FEB24,P,18350
72509,NIFTY29FEB24C18350,NIFTY,29FEB24,C,18350
72504,NIFTY29FEB24P18300,NIFTY,29FEB24,P,18300
72503,NIFTY29FEB24C18300,NIFTY,29FEB24,C,18300
72502,NIFTY29FEB24P18250,NIFTY,29FEB24,P,18250
72501,NIFTY29FEB24C18250,NIFTY,29FEB24,C,18250
72495,NIFTY29FEB24P18200,NIFTY,29FEB24,P,18200
72494,NIFTY29FEB24C18200,NIFTY,29FEB24,C,18200
72493,NIFTY29FEB24P18150,NIFTY,29FEB24,P,18150
72492,NIFTY29FEB24C18150,NIFTY,29FEB24,C,18150
72469,NIFTY29FEB24P18100,NIFTY,29FEB24,P,18100
72468,NIFTY29FEB24C18100,NIFTY,29FEB24,C,18100
72467,NIFTY29FEB24P18050,NIFTY,29FEB24,P,18050
72466,NIFTY29FEB24C18050,NIFTY,29FEB24,C,18050
72465,NIFTY29FEB24P18000,NIFTY,29FEB24,P,18000
72464,NIFTY29FEB24C18000,NIFTY,29FEB24,C,18000
72463,NIFTY29FEB24P17950,NIFTY,29FEB24,P,17950
72462,NIFTY29FEB24C17950,NIFTY,29FEB24,C,17950
72461,NIFTY29FEB24P17900,NIFTY,29FEB24,P,17900
72460,NIFTY29FEB24C17900,NIFTY,29FEB24,C,17900
72459,NIFTY29FEB24P17850,NIFTY,29FEB24,P,17850
72458,NIFTY29FEB24C17850,NIFTY,29FEB24,C,17850
72457,NIFTY29FEB24P17800,NIFTY,29FEB24,P,17800
72456,NIFTY29FEB24C17800,NIFTY,29FEB24,C,17800
72455,NIFTY29FEB24P17750,NIFTY,29FEB24,P,17750
72454,NIFTY29FEB24C17750,NIFTY,29FEB24,C,17750
72453,NIFTY29FEB24P17700,NIFTY,29FEB24,P,17700
72452,NIFTY29FEB24C17700,NIFTY,29FEB24,C,17700
72451,NIFTY29FEB24P17650,NIFTY,29FEB24,P,17650
72450,NIFTY29FEB24C17650,NIFTY,29FEB24,C,17650
72449,NIFTY29FEB24P17600,NIFTY,29FEB24,P,17600
72448,NIFTY29FEB24C17600,NIFTY,29FEB24,C,17600
72447,NIFTY29FEB24P17550,NIFTY,29FEB24,P,17550
72446,NIFTY29FEB24C17550,NIFTY,29FEB24,C,17550
72445,NIFTY29FEB24P17500,NIFTY,29FEB24,P,17500
72444,NIFTY29FEB24C17500,NIFTY,29FEB24,C,17500
72443,NIFTY29FEB24P17450,NIFTY,29FEB24,P,17450
72442,NIFTY29FEB24C17450,NIFTY,29FEB24,C,17450
72441,NIFTY29FEB24P17400,NIFTY,29FEB24,P,17400
72440,NIFTY29FEB24C17400,NIFTY,29FEB24,C,17400
72439,NIFTY29FEB24P17350,NIFTY,29FEB24,P,17350
72438,NIFTY29FEB24C17350,NIFTY,29FEB24,C,17350
72437,NIFTY29FEB24P17300,NIFTY,29FEB24,P,17300
72436,NIFTY29FEB24C17300,NIFTY,29FEB24,C,17300
72435,NIFTY29FEB24P17250,NIFTY,29FEB24,P,17250
72434,NIFTY29FEB24C17250,NIFTY,29FEB24,C,17250
72433,NIFTY29FEB24P17200,NIFTY,29FEB24,P,17200
72430,NIFTY29FEB24C17200,NIFTY,29FEB24,C,17200
72429,NIFTY29FEB24P17150,NIFTY,29FEB24,P,17150
72428,NIFTY29FEB24C17150,NIFTY,29FEB24,C,17150
71565,NIFTY24JUN27P26000,NIFTY,24JUN27,P,26000
71564,NIFTY24JUN27C26000,NIFTY,24JUN27,C,26000
71563,NIFTY24JUN27P25000,NIFTY,24JUN27,P,25000
71562,NIFTY24JUN27C25000,NIFTY,24JUN27,C,25000
71561,NIFTY24JUN27P24000,NIFTY,24JUN27,P,24000
71560,NIFTY24JUN27C24000,NIFTY,24JUN27,C,24000
71559,NIFTY24JUN27P23000,NIFTY,24JUN27,P,23000
71558,NIFTY24JUN27C23000,NIFTY,24JUN27,C,23000
71557,NIFTY24JUN27P22000,NIFTY,24JUN27,P,22000
71556,NIFTY24JUN27C22000,NIFTY,24JUN27,C,22000
71554,NIFTY24JUN27P21000,NIFTY,24JUN27,P,21000
71553,NIFTY24JUN27C21000,NIFTY,24JUN27,C,21000
71552,NIFTY24JUN27P20000,NIFTY,24JUN27,P,20000
71551,NIFTY24JUN27C20000,NIFTY,24JUN27,C,20000
71550,NIFTY24JUN27P19000,NIFTY,24JUN27,P,19000
71549,NIFTY24JUN27C19000,NIFTY,24JUN27,C,19000
71548,NIFTY24JUN27P18000,NIFTY,24JUN27,P,18000
71547,NIFTY24JUN27C18000,NIFTY,24JUN27,C,18000
71546,NIFTY24JUN27P17000,NIFTY,24JUN27,P,17000
71545,NIFTY24JUN27C17000,NIFTY,24JUN27,C,17000
71544,NIFTY24JUN27P16000,NIFTY,24JUN27,P,16000
71543,NIFTY24JUN27C16000,NIFTY,24JUN27,C,16000
71541,NIFTY24JUN27P15000,NIFTY,24JUN27,P,15000
71540,NIFTY24JUN27C15000,NIFTY,24JUN27,C,15000
71539,NIFTY24JUN27P14000,NIFTY,24JUN27,P,14000
71523,NIFTY24JUN27C14000,NIFTY,24JUN27,C,14000
71522,NIFTY24JUN27P13000,NIFTY,24JUN27,P,13000
71521,NIFTY24JUN27C13000,NIFTY,24JUN27,C,13000
71520,NIFTY24JUN27P12000,NIFTY,24JUN27,P,12000
71519,NIFTY24JUN27C12000,NIFTY,24JUN27,C,12000
71506,NIFTY31DEC26P26000,NIFTY,31DEC26,P,26000
71505,NIFTY31DEC26C26000,NIFTY,31DEC26,C,26000
71504,NIFTY31DEC26P25000,NIFTY,31DEC26,P,25000
71503,NIFTY31DEC26C25000,NIFTY,31DEC26,C,25000
71502,NIFTY31DEC26P24000,NIFTY,31DEC26,P,24000
71501,NIFTY31DEC26C24000,NIFTY,31DEC26,C,24000
71477,NIFTY25JUN26P26000,NIFTY,25JUN26,P,26000
71476,NIFTY25JUN26C26000,NIFTY,25JUN26,C,26000
71475,NIFTY25JUN26P25000,NIFTY,25JUN26,P,25000
71474,NIFTY25JUN26C25000,NIFTY,25JUN26,C,25000
71473,NIFTY25JUN26P24000,NIFTY,25JUN26,P,24000
71472,NIFTY25JUN26C24000,NIFTY,25JUN26,C,24000
71441,NIFTY29FEB24F,,,,
71403,NIFTY24DEC25P26000,NIFTY,24DEC25,P,26000
71399,NIFTY24DEC25C26000,NIFTY,24DEC25,C,26000
71398,NIFTY24DEC25P25000,NIFTY,24DEC25,P,25000
71395,NIFTY24DEC25C25000,NIFTY,24DEC25,C,25000
71394,NIFTY24DEC25P24000,NIFTY,24DEC25,P,24000
71393,NIFTY24DEC25C24000,NIFTY,24DEC25,C,24000
71384,NIFTY26JUN25P26000,NIFTY,26JUN25,P,26000
71383,NIFTY26JUN25C26000,NIFTY,26JUN25,C,26000
71382,NIFTY26JUN25P25000,NIFTY,26JUN25,P,25000
71381,NIFTY26JUN25C25000,NIFTY,26JUN25,C,25000
71380,NIFTY26JUN25P24000,NIFTY,26JUN25,P,24000
71379,NIFTY26JUN25C24000,NIFTY,26JUN25,C,24000
71365,NIFTY26DEC24P26000,NIFTY,26DEC24,P,26000
71364,NIFTY26DEC24C26000,NIFTY,26DEC24,C,26000
71363,NIFTY26DEC24P25000,NIFTY,26DEC24,P,25000
71362,NIFTY26DEC24C25000,NIFTY,26DEC24,C,25000
71355,NIFTY26DEC24P24000,NIFTY,26DEC24,P,24000
71354,NIFTY26DEC24C24000,NIFTY,26DEC24,C,24000
71309,NIFTY27JUN24P26000,NIFTY,27JUN24,P,26000
71308,NIFTY27JUN24C26000,NIFTY,27JUN24,C,26000
71307,NIFTY27JUN24P25000,NIFTY,27JUN24,P,25000
71302,NIFTY27JUN24C25000,NIFTY,27JUN24,C,25000
71301,NIFTY27JUN24P24000,NIFTY,27JUN24,P,24000
71298,NIFTY27JUN24C24000,NIFTY,27JUN24,C,24000
68557,NIFTY25APR24P24850,NIFTY,25APR24,P,24850
68554,NIFTY25APR24C24850,NIFTY,25APR24,C,24850
68551,NIFTY25APR24P24800,NIFTY,25APR24,P,24800
68550,NIFTY25APR24C24800,NIFTY,25APR24,C,24800
68547,NIFTY25APR24P24750,NIFTY,25APR24,P,24750
68546,NIFTY25APR24C24750,NIFTY,25APR24,C,24750
68545,NIFTY25APR24P24700,NIFTY,25APR24,P,24700
68544,NIFTY25APR24C24700,NIFTY,25APR24,C,24700
68540,NIFTY25APR24P24650,NIFTY,25APR24,P,24650
68539,NIFTY25APR24C24650,NIFTY,25APR24,C,24650
68536,NIFTY25APR24P24600,NIFTY,25APR24,P,24600
68535,NIFTY25APR24C24600,NIFTY,25APR24,C,24600
68534,NIFTY25APR24P24550,NIFTY,25APR24,P,24550
68533,NIFTY25APR24C24550,NIFTY,25APR24,C,24550
68532,NIFTY25APR24P24500,NIFTY,25APR24,P,24500
68531,NIFTY25APR24C24500,NIFTY,25APR24,C,24500
68530,NIFTY25APR24P24450,NIFTY,25APR24,P,24450
68529,NIFTY25APR24C24450,NIFTY,25APR24,C,24450
68526,NIFTY25APR24P24400,NIFTY,25APR24,P,24400
68525,NIFTY25APR24C24400,NIFTY,25APR24,C,24400
68524,NIFTY25APR24P24350,NIFTY,25APR24,P,24350
68523,NIFTY25APR24C24350,NIFTY,25APR24,C,24350
68522,NIFTY25APR24P24300,NIFTY,25APR24,P,24300
68521,NIFTY25APR24C24300,NIFTY,25APR24,C,24300
68520,NIFTY25APR24P24250,NIFTY,25APR24,P,24250
68519,NIFTY25APR24C24250,NIFTY,25APR24,C,24250
68367,NIFTY25APR24P24200,NIFTY,25APR24,P,24200
68359,NIFTY25APR24C24200,NIFTY,25APR24,C,24200
68358,NIFTY25APR24P24150,NIFTY,25APR24,P,24150
68357,NIFTY25APR24C24150,NIFTY,25APR24,C,24150
68356,NIFTY25APR24P24100,NIFTY,25APR24,P,24100
68355,NIFTY25APR24C24100,NIFTY,25APR24,C,24100
68352,NIFTY25APR24P24050,NIFTY,25APR24,P,24050
68351,NIFTY25APR24C24050,NIFTY,25APR24,C,24050
68350,NIFTY25APR24P24000,NIFTY,25APR24,P,24000
68349,NIFTY25APR24C24000,NIFTY,25APR24,C,24000
68348,NIFTY25APR24P23950,NIFTY,25APR24,P,23950
68347,NIFTY25APR24C23950,NIFTY,25APR24,C,23950
68346,NIFTY25APR24P23900,NIFTY,25APR24,P,23900
68310,NIFTY25APR24C23900,NIFTY,25APR24,C,23900
68309,NIFTY25APR24P23850,NIFTY,25APR24,P,23850
68308,NIFTY25APR24C23850,NIFTY,25APR24,C,23850
68307,NIFTY25APR24P23800,NIFTY,25APR24,P,23800
68306,NIFTY25APR24C23800,NIFTY,25APR24,C,23800
68305,NIFTY25APR24P23750,NIFTY,25APR24,P,23750
68290,NIFTY25APR24C23750,NIFTY,25APR24,C,23750
68289,NIFTY25APR24P23700,NIFTY,25APR24,P,23700
68284,NIFTY25APR24C23700,NIFTY,25APR24,C,23700
68283,NIFTY25APR24P23650,NIFTY,25APR24,P,23650
68282,NIFTY25APR24C23650,NIFTY,25APR24,C,23650
68281,NIFTY25APR24P23600,NIFTY,25APR24,P,23600
68273,NIFTY25APR24C23600,NIFTY,25APR24,C,23600
68272,NIFTY25APR24P23550,NIFTY,25APR24,P,23550
68271,NIFTY25APR24C23550,NIFTY,25APR24,C,23550
68270,NIFTY25APR24P23500,NIFTY,25APR24,P,23500
68268,NIFTY25APR24C23500,NIFTY,25APR24,C,23500
68267,NIFTY25APR24P23450,NIFTY,25APR24,P,23450
68266,NIFTY25APR24C23450,NIFTY,25APR24,C,23450
68263,NIFTY25APR24P23400,NIFTY,25APR24,P,23400
68262,NIFTY25APR24C23400,NIFTY,25APR24,C,23400
68261,NIFTY25APR24P23350,NIFTY,25APR24,P,23350
68260,NIFTY25APR24C23350,NIFTY,25APR24,C,23350
68259,NIFTY25APR24P23300,NIFTY,25APR24,P,23300
68254,NIFTY25APR24C23300,NIFTY,25APR24,C,23300
68253,NIFTY25APR24P23250,NIFTY,25APR24,P,23250
68252,NIFTY25APR24C23250,NIFTY,25APR24,C,23250
68251,NIFTY25APR24P23200,NIFTY,25APR24,P,23200
68250,NIFTY25APR24C23200,NIFTY,25APR24,C,23200
68249,NIFTY25APR24P23150,NIFTY,25APR24,P,23150
