open,high,low,close,volume
47850.0,47850.0,47840.0,47840.0,6.0
47840.0,47840.0,47830.0,47830.0,2.0
47830.0,47830.0,47820.0,47820.0,1.0
47820.0,47820.0,47810.0,47810.0,3.0
47810.0,47810.0,47800.0,47800.0,1.0
47800.0,47800.0,47790.0,47790.0,4.0
47790.0,47790.0,47780.0,47780.0,1.0
47790.0,47800.0,47790.0,47800.0,2.0
47800.0,47810.0,47800.0,47810.0,7.0
47810.0,47820.0,47810.0,47820.0,14.0
47810.0,47810.0,47800.0,47800.0,3.0
47810.0,47820.0,47810.0,47820.0,4.0
47810.0,47810.0,47800.0,47800.0,7.0
47800.0,47800.0,47790.0,47790.0,4.0
47800.0,47810.0,47800.0,47810.0,7.0
47810.0,47820.0,47810.0,47820.0,4.0
47820.0,47830.0,47820.0,47830.0,2.0
47830.0,47840.0,47830.0,47840.0,2.0
47840.0,47850.0,47840.0,47850.0,1.0
47850.0,47860.0,47850.0,47860.0,2.0
47860.0,47870.0,47860.0,47870.0,1.0
47870.0,47880.0,47870.0,47880.0,1.0
47880.0,47890.0,47880.0,47890.0,3.0
47890.0,47900.0,47890.0,47900.0,2.0
47900.0,47910.0,47900.0,47910.0,1.0
47910.0,47920.0,47910.0,47920.0,8.0
47910.0,47910.0,47900.0,47900.0,2.0
47900.0,47900.0,47890.0,47890.0,2.0
47890.0,47890.0,47880.0,47880.0,4.0
47880.0,47880.0,47870.0,47870.0,1.0
47870.0,47870.0,47860.0,47860.0,3.0
47870.0,47880.0,47870.0,47880.0,4.0
47880.0,47890.0,47880.0,47890.0,4.0
47890.0,47900.0,47890.0,47900.0,1.0
47890.0,47890.0,47880.0,47880.0,3.0
47880.0,47880.0,47870.0,47870.0,3.0
47880.0,47890.0,47880.0,47890.0,13.0
47890.0,47900.0,47890.0,47900.0,4.0
47900.0,47910.0,47900.0,47910.0,2.0
47910.0,47920.0,47910.0,47920.0,1.0
47920.0,47930.0,47920.0,47930.0,1.0
47930.0,47940.0,47930.0,47940.0,1.0
47940.0,47950.0,47940.0,47950.0,3.0
47950.0,47960.0,47950.0,47960.0,1.0
47960.0,47970.0,47960.0,47970.0,4.0
47970.0,47980.0,47970.0,47980.0,1.0
47980.0,47990.0,47980.0,47990.0,2.0
47990.0,48000.0,47990.0,48000.0,2.0
48000.0,48010.0,48000.0,48010.0,1.0
48010.0,48020.0,48010.0,48020.0,1.0
48010.0,48010.0,48000.0,48000.0,2.0
48000.0,48000.0,47990.0,47990.0,1.0
47990.0,47990.0,47980.0,47980.0,2.0
47980.0,47980.0,47970.0,47970.0,4.0
47980.0,47990.0,47980.0,47990.0,13.0
47980.0,47980.0,47970.0,47970.0,4.0
47970.0,47970.0,47960.0,47960.0,4.0
47960.0,47960.0,47950.0,47950.0,1.0
47950.0,47950.0,47940.0,47940.0,1.0
47940.0,47940.0,47930.0,47930.0,1.0
47930.0,47930.0,47920.0,47920.0,2.0
47920.0,47920.0,47910.0,47910.0,1.0
47920.0,47930.0,47920.0,47930.0,4.0
47930.0,47940.0,47930.0,47940.0,1.0
47940.0,47950.0,47940.0,47950.0,2.0
47940.0,47940.0,47930.0,47930.0,4.0
47930.0,47930.0,47920.0,47920.0,9.0
47920.0,47920.0,47910.0,47910.0,1.0
47910.0,47910.0,47900.0,47900.0,1.0
47910.0,47920.0,47910.0,47920.0,2.0
47920.0,47930.0,47920.0,47930.0,1.0
47930.0,47940.0,47930.0,47940.0,6.0
47940.0,47950.0,47940.0,47950.0,7.0
47950.0,47960.0,47950.0,47960.0,4.0
47960.0,47970.0,47960.0,47970.0,1.0
47970.0,47980.0,47970.0,47980.0,1.0
47980.0,47990.0,47980.0,47990.0,3.0
47990.0,48000.0,47990.0,48000.0,1.0
48000.0,48010.0,48000.0,48010.0,1.0
48010.0,48020.0,48010.0,48020.0,2.0
48020.0,48030.0,48020.0,48030.0,1.0
48020.0,48020.0,48010.0,48010.0,3.0
48010.0,48010.0,48000.0,48000.0,1.0
48000.0,48000.0,47990.0,47990.0,9.0
47990.0,47990.0,47980.0,47980.0,1.0
47980.0,47980.0,47970.0,47970.0,1.0
47970.0,47970.0,47960.0,47960.0,1.0
47960.0,47960.0,47950.0,47950.0,7.0
47950.0,47950.0,47940.0,47940.0,1.0
47950.0,47960.0,47950.0,47960.0,9.0
47960.0,47970.0,47960.0,47970.0,1.0
47970.0,47980.0,47970.0,47980.0,1.0
47970.0,47970.0,47960.0,47960.0,2.0
47960.0,47960.0,47950.0,47950.0,1.0
47950.0,47950.0,47940.0,47940.0,1.0
47940.0,47940.0,47930.0,47930.0,1.0
47930.0,47930.0,47920.0,47920.0,1.0
47920.0,47920.0,47910.0,47910.0,1.0
47910.0,47910.0,47900.0,47900.0,1.0
47900.0,47900.0,47890.0,47890.0,3.0
47890.0,47890.0,47880.0,47880.0,1.0
47880.0,47880.0,47870.0,47870.0,1.0
47870.0,47870.0,47860.0,47860.0,1.0
47860.0,47860.0,47850.0,47850.0,1.0
47850.0,47850.0,47840.0,47840.0,1.0
47840.0,47840.0,47830.0,47830.0,1.0
47830.0,47830.0,47820.0,47820.0,3.0
47820.0,47820.0,47810.0,47810.0,1.0
47810.0,47810.0,47800.0,47800.0,1.0
47800.0,47800.0,47790.0,47790.0,1.0
47790.0,47790.0,47780.0,47780.0,1.0
47790.0,47800.0,47790.0,47800.0,4.0
47800.0,47810.0,47800.0,47810.0,1.0
47800.0,47800.0,47790.0,47790.0,2.0
47800.0,47810.0,47800.0,47810.0,5.0
47810.0,47820.0,47810.0,47820.0,1.0
47820.0,47830.0,47820.0,47830.0,2.0
47830.0,47840.0,47830.0,47840.0,1.0
47840.0,47850.0,47840.0,47850.0,4.0
47850.0,47860.0,47850.0,47860.0,1.0
47860.0,47870.0,47860.0,47870.0,1.0
47870.0,47880.0,47870.0,47880.0,1.0
47880.0,47890.0,47880.0,47890.0,2.0
47890.0,47900.0,47890.0,47900.0,1.0
47900.0,47910.0,47900.0,47910.0,1.0
47900.0,47900.0,47890.0,47890.0,2.0
47890.0,47890.0,47880.0,47880.0,2.0
47880.0,47880.0,47870.0,47870.0,1.0
47870.0,47870.0,47860.0,47860.0,1.0
47870.0,47880.0,47870.0,47880.0,2.0
47880.0,47890.0,47880.0,47890.0,1.0
47890.0,47900.0,47890.0,47900.0,5.0
