open,high,low,close,volume
47650.0,47650.0,47640.0,47640.0,4.0
47640.0,47640.0,47630.0,47630.0,2.0
47630.0,47630.0,47620.0,47620.0,4.0
47630.0,47640.0,47630.0,47640.0,7.0
47630.0,47630.0,47620.0,47620.0,2.0
47620.0,47620.0,47610.0,47610.0,4.0
47610.0,47610.0,47600.0,47600.0,3.0
47600.0,47600.0,47590.0,47590.0,1.0
47600.0,47610.0,47600.0,47610.0,6.0
47610.0,47620.0,47610.0,47620.0,1.0
47620.0,47630.0,47620.0,47630.0,5.0
47620.0,47620.0,47610.0,47610.0,2.0
47620.0,47630.0,47620.0,47630.0,5.0
47630.0,47640.0,47630.0,47640.0,8.0
47640.0,47650.0,47640.0,47650.0,3.0
47650.0,47660.0,47650.0,47660.0,1.0
47660.0,47670.0,47660.0,47670.0,3.0
47670.0,47680.0,47670.0,47680.0,3.0
47680.0,47690.0,47680.0,47690.0,1.0
47690.0,47700.0,47690.0,47700.0,1.0
47700.0,47710.0,47700.0,47710.0,1.0
47710.0,47720.0,47710.0,47720.0,1.0
47720.0,47730.0,47720.0,47730.0,1.0
47730.0,47740.0,47730.0,47740.0,1.0
47740.0,47750.0,47740.0,47750.0,2.0
47750.0,47760.0,47750.0,47760.0,1.0
47760.0,47770.0,47760.0,47770.0,1.0
47770.0,47780.0,47770.0,47780.0,6.0
47780.0,47790.0,47780.0,47790.0,1.0
47780.0,47780.0,47770.0,47770.0,4.0
47780.0,47790.0,47780.0,47790.0,4.0
47780.0,47780.0,47770.0,47770.0,2.0
47780.0,47790.0,47780.0,47790.0,12.0
47790.0,47800.0,47790.0,47800.0,2.0
47800.0,47810.0,47800.0,47810.0,1.0
47810.0,47820.0,47810.0,47820.0,1.0
47820.0,47830.0,47820.0,47830.0,1.0
47820.0,47820.0,47810.0,47810.0,2.0
47810.0,47810.0,47800.0,47800.0,1.0
47800.0,47800.0,47790.0,47790.0,1.0
47790.0,47790.0,47780.0,47780.0,4.0
47780.0,47780.0,47770.0,47770.0,1.0
47780.0,47790.0,47780.0,47790.0,8.0
47790.0,47800.0,47790.0,47800.0,1.0
47800.0,47810.0,47800.0,47810.0,1.0
47810.0,47820.0,47810.0,47820.0,2.0
47820.0,47830.0,47820.0,47830.0,1.0
47830.0,47840.0,47830.0,47840.0,1.0
47840.0,47850.0,47840.0,47850.0,1.0
47850.0,47860.0,47850.0,47860.0,1.0
47850.0,47850.0,47840.0,47840.0,2.0
47840.0,47840.0,47830.0,47830.0,2.0
47840.0,47850.0,47840.0,47850.0,3.0
47850.0,47860.0,47850.0,47860.0,3.0
47860.0,47870.0,47860.0,47870.0,1.0
47870.0,47880.0,47870.0,47880.0,2.0
47870.0,47870.0,47860.0,47860.0,7.0
47870.0,47880.0,47870.0,47880.0,6.0
47880.0,47890.0,47880.0,47890.0,3.0
47890.0,47900.0,47890.0,47900.0,1.0
47900.0,47910.0,47900.0,47910.0,1.0
47900.0,47900.0,47890.0,47890.0,2.0
47890.0,47890.0,47880.0,47880.0,1.0
47880.0,47880.0,47870.0,47870.0,4.0
47870.0,47870.0,47860.0,47860.0,3.0
47860.0,47860.0,47850.0,47850.0,2.0
47850.0,47850.0,47840.0,47840.0,1.0
47850.0,47860.0,47850.0,47860.0,4.0
47850.0,47850.0,47840.0,47840.0,4.0
47850.0,47860.0,47850.0,47860.0,8.0
47850.0,47850.0,47840.0,47840.0,13.0
47850.0,47860.0,47850.0,47860.0,15.0
47860.0,47870.0,47860.0,47870.0,5.0
47860.0,47860.0,47850.0,47850.0,6.0
